Codice Articolo,Descrizione Articolo,Inventario,Lob Associata,Lob Associata Cleaned,LOB Cleaning Decision,desc_token_count,desc_token_outlier
CJ6X88TGRD,"Mini-Com Module, Cat 6A, UTP, 8 pos 8 wire, Universal, red,",Inventario,1008,1008,unchanged,12,0
CJ6X88TGWH,RJ45 CAT6A UTP SERIE TG 10G BIANCHI,Inventario,1008,1008,unchanged,7,0
CJH6X88TGIW,"CAT6A, RJ45, 8-position, 8-wire, 10 Gb/s UTP Mini-Com® universal jack module, Off White",Inventario,1008,1008,unchanged,17,0
CJS688TGY,RJ45 Cat6 STP serie TG (350 Mhz),Inventario,1008,1008,unchanged,7,0
CJS6X88TGY,PRESA CAT.6A RJ45 10 G FTP,Inventario,1008,1008,unchanged,7,0
CK1N4ET#ABZ,"Computer portatile - HP ProBook 4 G1i 35,6 cm (14"") - 60 Hz - Intel Core Ultra 7 255U - 16 GB - 512",Inventario,3004,3004,unchanged,20,1
CK1N7ET#ABZ,"Computer portatile - HP ProBook 4 G1i 40,6 cm (16"") - Intel Core Ultra 7 255U - 16 GB - 512 GB SSD -",Inventario,3004,3004,unchanged,20,1
CK33399,"Monitor LED Samsung S32DM700UU 812,8 mm (32"") Class 4K UHD - 16:9 - 81,3 cm (32"") Viewable - LED",Inventario,4009,4009,unchanged,19,1
CK68283,"HP ProBook 460 G11 40,6 cm (16"") - WUXGA - Intel Core Ultra 7 155U 16 GB - 512 GB SSD",Inventario,3004,3004,unchanged,19,1
CK74920,HP Care Pack Premium Onsite Support - 3 Anni Garanzia 9x5x Il Giorno Successivo On-site,Non in inventario,3004,3004,unchanged,15,0
CL046,CAVO MONITOR M/M 10MT,Inventario,1002,1002,unchanged,5,0
CL9115,Dalcnet DLM1224-1CV,Inventario,3004,3004,unchanged,3,0
CLK-7600,OSR-7600 Clock FRU 1,Inventario,2002,2002,unchanged,5,0
CLLO4AWM4411,GR VESA 400X400 FISSO 100KG,Inventario,4009,4009,unchanged,5,0
CLMSWITCH-24NODE-R5,CLMSWITCH-24NODE-R5 codice non corretto,Inventario,3014,3014,unchanged,6,0
CLMSWITCH-24NODE-R5.,CLMSWITCH-24NODE-R5,Inventario,3014,3014,unchanged,3,0
CLOUD-INSIGHTS-FLX-S,CLOUD-INSIGHTS-FLX-SUBS,Non in inventario,3022,3022,unchanged,4,0
CLOUD-INSIGHTS-PRM,Cloud Insights Subscription Premium Edition,Non in inventario,3014,3014,unchanged,5,0
CLUX-16E,CLUX-16E 1X16 HDMI Splitter,Inventario,4009,4009,unchanged,5,0
CLUX-18S,"HDMI 1.3, HDCP 1.1, 1080p@60 Hz, 25MT",Inventario,4009,4009,unchanged,10,0
CM.81.102,CB 64 COMBINATORE GSM,Inventario,2014,2014,unchanged,4,0
CM00872157,"WORRY-FREE BUSINESS SECURITY V8.X ADVANCED BUNDLE, MULTI-LA",Inventario,6012,6012,unchanged,10,0
CM00872159,"Worry-Free Advanced Bundle v9.x,, Multi-Language: Renewal, N",Inventario,6012,6012,unchanged,10,0
CM02,"Staffa da soffitto per UV100, UV401, UV430, UV510, UV570, UV950. Colore: Nero",Inventario,4009,4009,unchanged,12,0
CM02-B,Staffa da soffitto per telecamera UV100. Nero,Inventario,4009,4009,unchanged,7,0
C-M2-BLANK,Cisco Catalyst 8000 Edge M.2 Blank Cover,Inventario,2003,2003,unchanged,8,0
CM6QFT,Diffusore circolare ad incasso in ABS con profilo esterno di bassissimo spessore e attacchi a montag,Inventario,4009,4009,unchanged,16,0
CM82,Premixer commerciale da 8 ingressi micro\linea commutabili su 2 uscite tramite dip switch posteriori,Inventario,4009,4009,unchanged,15,0
CMB0015D,CAPICORDA A FORCELLA,Inventario,1002,1002,unchanged,3,0
CMB0058,CAPICORDA FORCELLA,Inventario,1002,1002,unchanged,2,0
CMBIW-X,Tappo cieco per supporti Pan Net colore bianco,Inventario,1008,1008,unchanged,8,0
CMCDLX30CEP,AUTOM FOTOC EST 12/24VACDC (2PZ) 20MT IP54,Inventario,1002,1002,unchanged,8,0
CMDSAQLCBL,Panduit LC adapters,Inventario,1008,1008,unchanged,3,0
CMDSAQLCZBL,ACCOPPIATORI OM4,Inventario,1008,1008,unchanged,2,0
CMDSLCZBU,ACCOPPIATORI OS2,Inventario,1008,1008,unchanged,2,0
CME14-UL,Communication Manager Express (CME) V14 - 1 User License,Inventario,4001,4001,unchanged,8,0
C-MEM-64GB-5600-S,64GB Memory Module (5600MHz DDR5 RDM),Inventario,3046,3046,unchanged,6,0
CMHOOK1U,Gancio con anello a D per gestione cavi in server rack,Inventario,1006,1006,unchanged,11,0
CMHOOK1UL,Gancio con anello a D per gestione cavi in server rack,Inventario,1006,1006,unchanged,11,0
CMHOOK1UN5PK,StarTech.com Supporto verticale 1U passacavo ad anello x5 pack,Inventario,1002,1002,unchanged,10,0
CML-PERSONAL,Cisco Modeling Labs - Personal,Non in inventario,3004,3004,unchanged,4,0
CMPCT-CBLE-GRD,Cable Guard for the 3560-CX and 2960-CX Compact Switches,Inventario,2002,2002,unchanged,11,0
CMPCT-DIN-MNT,DIN Rail Mount For 3560-CX and2960-CX COMPACT SWITCH,Inventario,2002,2002,unchanged,10,0
CMPCT-DIN-MNT=,DIN Rail Mount For 3560-CX and2960-CX COMPACT SWITCH,Inventario,2002,2002,unchanged,10,0
CMPHF1,Pannello amm.ne cavi con 4 anelli PVC snodabili,Inventario,1008,1008,unchanged,9,0
CMPHHF1,Single Sided D-Ring Manager,Inventario,1008,1008,unchanged,5,0
CMRQ108,DIFFUSORI ACUSTICI DA INCASSO APART,Inventario,4009,4009,unchanged,5,0
CMS403DCE,Diffusore incasso a corpo orientabile con firedome in acciaio,Inventario,4009,4009,unchanged,9,0
CMSBUSCZBU,Mod Con Adatt. Simp Sc Con Bussola Zirconia,Inventario,1008,1008,unchanged,8,0
CMSO8GX4M1A2133,MODULI DI MEMORIA - CMSO8GX4M1A2133C15 8 GB,Inventario,4002,4002,unchanged,6,0
CMS-RECORDING,Cisco Meeting Server (CMS) Recording and Streaming,Inventario,4009,4009,unchanged,7,0
CMS-REC-STARTERKIT,Cisco Meeting Server Recording & Streaming SW Starter Kit,Inventario,4004,4004,unchanged,8,0
CMSX16GX4M1A26C,DDR4 2666MHZ 16GB SODIMM PCB,Inventario,3004,3004,unchanged,5,0
CN31,BORSA PORTA NOTEBOOK IN NYLON NERA,Inventario,3004,3004,unchanged,6,0
CN32,BORSA DELUXE PER 15-16 NYLON NERO,Inventario,3004,3004,unchanged,7,0
CN415EU,BORSA CLASSICA+ 15-16 NERA,Inventario,3004,3004,unchanged,5,0
C-NBDREPLACEMENTPR,"Next Business Day Parts Replacement,SSC - mths: 36",Non in inventario,3014,3014,unchanged,8,0
CNDL-DESELECT-D,Conditional Deselect,Inventario,3009,3009,unchanged,2,0
C-NIC-10GSFP4-C,"OPT,NIC,10GBE,4P,SFP+,PXE,CM",Inventario,3046,3046,unchanged,7,0
C-NIM-4X,4-port Layer 2/3 GE Switch Network Interface Module,Inventario,2003,2003,unchanged,10,0
C-NVM-3.84TB-B-S,3.84TB NVMe SSD,Inventario,3046,3046,unchanged,4,0
CO15582-01M002,"Cat 6A, UTP, Outdoor Patch Cord",Inventario,1001,1001,unchanged,6,0
CO155E208M002,Cavetto di permutazione non schermato di Categoria 5E.2 MT,Inventario,1001,1001,unchanged,10,0
CO155E208M003,BRETELLA PERMUTAZ CAT5E U/UTP RJ45/RJ45 LSZH 3M,Inventario,1001,1001,unchanged,9,0
CO199K2-08M001,MiNo6A-WH-1M,Inventario,1001,1001,unchanged,3,0
CO199K2-08M002,MiNo6A-WH-2M,Inventario,1001,1001,unchanged,3,0
CO199K2-08M003,MiNo6A-WH-3M,Inventario,1001,1001,unchanged,3,0
CO87013,Smartphone Samsung Galaxy A36 5G Enterprise Edition SM-A366B/DS 128 GB - 5G,Inventario,4009,4009,unchanged,13,0
CO-D1-951,"1ch/2-fiber DWDM AD, 50GHz Ev 951",Inventario,2006,2006,unchanged,8,0
CO-D2-943,40ch MDU DWDM 50GHz Even w 1310 ext,Inventario,3005,3005,unchanged,8,0
CO-D935-942,MDU DWDM 50GHz Even /935-942,Inventario,2006,2006,unchanged,6,0
CO-D951-958,MDU DWDM 50GHz Even /951-958,Inventario,2006,2006,unchanged,6,0
CODETWO,CODE TWO EXCHANGE RULES,Inventario,3005,3005,unchanged,4,0
CODETWO SUPPORT,Support contract forCodeTwo Exchange RulesPRO(1 year subscription,Inventario,3005,3005,unchanged,8,0
CODICI EBOOK,Codici ebook Mondadori,Non in inventario,99001,99001,unchanged,3,0
COGGMBBR135MN,ROTOLO FASCETTA VELCRO NERO 5MX13mm,Inventario,1002,1002,unchanged,5,0
COGGMMJ8EP8CR,PLUG 10PZ C5E/6 9P8C UTP CAV RIGID,Inventario,1002,1002,unchanged,8,0
COHESITY-SUB-LIC,SolutionsPlus: Cohesity Subscription Software Licenses,Non in inventario,3009,3009,unchanged,5,0
COL. LOCKERS 4 VANI,Colonna lockers con 4 vani lockers dim. 50/50 BC,Inventario,99001,99001,unchanged,10,0
COLLAUDO,COLLAUDO,Non in inventario,99011,99011,unchanged,1,0
COLONNA LOCKER,"Contenitore dim.cm 45x46,3x158,3H completo di ripiano strutturale",Inventario,99001,99001,unchanged,10,0
COLW101,Colonna woofer 1180x100x83mm 140W ad 8 ohms,Inventario,4009,4009,unchanged,7,0
COLW81,"9.111.593.900 Colonna sonora in estruso di alluminio slim linecon curvatura sferoidale, n.8 woofer",Inventario,4009,4009,unchanged,17,0
COM-11.705,11.705 - COMBINET 5ive Combinatore telefonico GSM,Inventario,3004,3004,unchanged,7,0
COMMALC3202D,Amplificatore doppio canale per subwoofer,Inventario,4009,4009,unchanged,5,0
COMMENT203B,Diffusore a parete ENT203 Community Nero,Inventario,3004,3004,unchanged,6,0
COMMIS6-212B,"Dual subwoofer 12"" Biamp Community",Inventario,4009,4009,unchanged,5,0
COMPUTE-OTHER,Compute Other Use Case,Inventario,3009,3009,unchanged,4,0
COMX510MG,ComX 510 Energy Server,Inventario,24001,24001,unchanged,4,0
CONAI-MI RHEL,RHEL Svr 2 Sckt/2 Gst 3yr 9x5 E-LTU,Inventario,3005,3005,unchanged,10,0
CONAI-MI-RHEL-01,Contratto 108628844436,Non in inventario,3005,3005,unchanged,2,0
CON-AR-VPKG1,PACKAGED ADVANCED REPLACEMENT -- CATEGORY 1,Inventario,99001,99001,unchanged,5,0
CON-AR-VPKG2,VIRTUAL PACKAGED ADVANCED REPLACEMENT - CAT 2,Inventario,99001,99001,unchanged,6,0
CON-CDN-RD,ANNUAL FEE CON-CDN-RD,Inventario,99001,99001,unchanged,5,0
CONCVN/0-P,QUATTRO STR 51 X 87 X 26,Inventario,1002,1002,unchanged,7,0
CON-CXT-ENG-CO,-Quote: 20200826-073550 BCS,Non in inventario,99006,99006,unchanged,4,0
CON-CXT-ENG-DC,Cisco Professional DC and Cloud Services for Engineering,Non in inventario,99006,99006,unchanged,8,0
CONN.TWINAX,CONNETTORE TWINAX BIASSIALE,Inventario,1002,1002,unchanged,3,0
CONNETIVITA' SEDI,CONNETTIVITA' SEDI,Non in inventario,99001,99001,unchanged,2,0
CONNETTORE M8FEMMINA,4 Poli 90° cavo nero pvc 4x0.25 - L=5mt,Inventario,2006,2006,unchanged,10,0
CONPB/CVN,QUAD. STR/PANN INTER. BAC 436X797X5,Inventario,1002,1002,unchanged,6,0
CON-SNT-CS5HEJMI,Cisco Table Microphone with Jack plug SNTC-8X5XNBD,Non in inventario,99006,99006,unchanged,8,0
CON-SNT-CSTMBARW,SNTC-8X5XNBD Cisco Webex Room Bar w Wall Mounted Navi,Non in inventario,99006,99006,unchanged,10,0
CON-SNT-VSXLBMDC,SNTC-8X5XNBD SNTC-8X5XNBD Room Kit,Non in inventario,99006,99006,unchanged,6,0
CONSULENZA MARKETING,CONSULENZA MARKETING,Non in inventario,99001,99001,unchanged,2,0
CONSULENZA TECNICA,"NO mrktg, se va da a, prest mo OK presidi giornate tecniche",Non in inventario,99009,99009,unchanged,12,0
CONSULENZAFACILITY,CONSULENZA FACILITY,Non in inventario,99001,99001,unchanged,2,0
CONTA/CVT,QUAD STR/TELAIO ANC L=515mm,Inventario,1002,1002,unchanged,6,0
CONTATTO MAGNETICO P,CONTATTO MAGNETICO DI POTENZA,Inventario,17009,17009,unchanged,4,0
CONVCMIC/HS12G/W,Micro Converter - HDMI to SDI 12G PSU - HDMI to SDIconverter up to 2160p60 with PSU,Inventario,4009,4009,unchanged,15,0
COP4823100,PENNARELLO INDELEBILE 1mm NERO,Inventario,1002,1002,unchanged,4,0
CORSI DI FORMAZIONE,CORSI DI FORMAZIONE PER PERSONALE VEM,Non in inventario,3003,3003,unchanged,6,0
CORSO FORMAZIONE,CORSO FORMAZIONE DIPENDENTI E/O CLIENTI,Non in inventario,99001,99001,unchanged,6,0
COS-PRO-P2000,COS-PRO-P2000 --- Contratto HP 108712409603,Inventario,3004,3004,unchanged,6,0
COTERM,Coterm,Non in inventario,6013,6013,unchanged,1,0
CP037-01,TAST LCD CON DISPLAY ALFANUMERICO,Inventario,2014,2014,unchanged,5,0
CP050-00-01,TASTIERA LCD Per Centrali Galaxy,Inventario,2014,2014,unchanged,5,0
CP-1262HE,HDMI to PC/COMPONENT CONVERTER WITH AUDIO BOX,Inventario,4009,4009,unchanged,8,0
CP24BLY,"Patch Panel, 24 Port, All Metal, Black | Panduit",Inventario,1008,1008,unchanged,8,0
CP24WSBLY,Patch Panel modulare in metallo 24 porte con barra di suppo,Inventario,1008,1008,unchanged,11,0
CP2E,PROCESSORE SERIE 2 CON CONNETTIVITA' ETHERNET,Inventario,4008,4008,unchanged,6,0
CP3,Processore multitasking Core 3 OS,Inventario,24001,24001,unchanged,5,0
CP389602-04,STYLUS PEN PER LIFEBOOK FUJITSU,Inventario,3004,3004,unchanged,5,0
CP-3905,"CISCO UNIFIED SIP PHONE 3905, CHARCOAL, STANDARD HANDSET",Inventario,4001,4001,unchanged,8,0
CP-3905-PWR-CE,"POWER ADAPTER FOR CISCO UNIFIED SIP PHONE 3905, EUROPE",Inventario,4001,4001,unchanged,9,0
CP4,Processore,Inventario,4009,4009,unchanged,1,0
CP48WSBLY,Pannello 48 porte per mini-com panduit cat 6-6A,Inventario,1008,1008,unchanged,10,0
CP-6800-PWR-CE=,CISCO 6800 CE POWER ADAPTER,Inventario,2002,2002,unchanged,5,0
CP-6800-WMK=,Wall mount kit for Cisco IP Phone 6800 Series,Inventario,4001,4001,unchanged,9,0
CP-6821-3PCC-K9=,Cisco 6821 Phone for MPP Systems,Inventario,4001,4001,unchanged,6,0
CP-6823-3PC-CE-K9=,"Cisco IP DECT 6823 Handset, Cradle, MPP, Cont. Europe PSU",Inventario,2002,2002,unchanged,10,0
CP-6825-3PC-BUN-CE,"Cisco IP DECT Bundle, Handset and Base, MPP, EMEA",Inventario,2002,2002,unchanged,9,0
CP-6825-3PC-CE-K9=,"Cisco IP DECT 6825 Handset, MPP, EU and APAC",Inventario,4001,4001,unchanged,9,0
CP-6825-3PC-K9,Cisco IP DECT 6825 Handset,Inventario,4008,4008,unchanged,5,0
CP-6825-BAT=,Cisco IP DECT Battery for 6825 phone,Inventario,4001,4001,unchanged,7,0
CP-6825-HC=,Cisco IP Dect Handset Cradle,Inventario,4001,4001,unchanged,5,0
CP-682X-PWR-CE,"Cisco IP DECT Power Connector, Europe and APAC",Inventario,4008,4008,unchanged,8,0
CP-6851-3PCC-K9=,"Cisco 6851 Phone for MPP, Grey",Inventario,4001,4001,unchanged,6,0
CP-6851-3PCC-K9-RF,"Cisco 6851 Phone for MPP, Grey, REMANUFACTURED",Inventario,4001,4001,unchanged,7,0
CP-6851-3PW-CE-K9=,CISCO 6851 PHONE FOR MPP NB HANDSET CE POWER ADAPTER,Inventario,4001,4001,unchanged,10,0
CP-6871-3PCC-K9=,"Cisco 6871 Phone for MPP, Color",Inventario,4001,4001,unchanged,6,0
CP-68KEM-3PCC=,Cisco KEM for 6800 series MPP,Inventario,4001,4001,unchanged,6,0
CP-6901-C-K9=,CISCO UC PHONE 6901,Inventario,4001,4001,unchanged,4,0
CP-6901-W-K9,"CISCO UC PHONE 6901, WHITE, STANDARD HANDSET",Inventario,4001,4001,unchanged,7,0
CP-6921-C-K9,"CISCO UC PHONE 6921, CHARCOAL STANDARD HANDSET",Inventario,4001,4001,unchanged,7,0
CP-6921-CL-K9,"CISCO UC PHONE 6921, CHARCOAL, SLIMLINE HANDSET",Inventario,4001,4001,unchanged,7,0
CP-6921-W-K9,"CISCO UC PHONE 6921, ARCTIC WHITE, STANDARD HANDSET",Inventario,4001,4001,unchanged,8,0
CP-6941-C-K9-RF,"Cisco UC Phone 6941,Charcoal,Standard Handset REMANUFACTURED",Inventario,4001,4001,unchanged,8,0
CP-6941-WL-K9,CISCO UC PHONE 6941 ARCTIC WHITE SLIMLINE HANDSET,Inventario,4001,4001,unchanged,8,0
CP-6941-WL-K9-RF,"CiscoUCPhone6941,ArcticWhite,Slimline Handset REMANUFACTURED",Inventario,4001,4001,unchanged,5,0
CP-6961-C-K9,"CISCO UC PHONE 6961, CHARCOAL, STANDARD HANDSET",Inventario,4001,4001,unchanged,7,0
CP753144-01,Batterie per portatili Fujitsu CP753144-01 per Fujitsu LifeBook E548 E549 E558 E559 Series,Inventario,3004,3004,unchanged,14,0
CP-7800-FS=,Spare Footstand for Cisco UC Phone 7800 Series,Inventario,4001,4001,unchanged,8,0
CP-7800-HS-CORD=,Spare Handset Cord for Cisco UC Phone 7800 Series,Inventario,4001,4001,unchanged,9,0
CP-7800-WMK,Spare Wallmount Kit for Cisco IP Phone 7800 Series,Inventario,4001,4001,unchanged,9,0
CP-7800-WMK=,Spare Wallmount Kit for Cisco IP Phone 7800 Series,Inventario,4001,4001,unchanged,9,0
CP-7811-3PCC-K9=.,Cisco IP Phone 7811 with Multiplatform Phone firmware,Inventario,4001,4001,unchanged,8,0
CP-7811-FS=,Spare Footstand for Cisco UC Phone 7811,Inventario,4001,4001,unchanged,7,0
CP-7811-K9,CISCO UC PHONE 7811,Inventario,4001,4001,unchanged,4,0
CP-7811-K9=,CISCO UC PHONE 7811,Inventario,4001,4001,unchanged,4,0
CP-7821-3PCC-K9=,Cisco IP Phone 7821 with Multiplatform Phone firmware,Inventario,4001,4001,unchanged,8,0
CP-7821-K9,Cisco UC Phone 7821,Inventario,4001,4001,unchanged,4,0
CP-7821-K9=,Cisco UC Phone 7821,Inventario,4001,4001,unchanged,4,0
CP-7821-W-K9,CISCO UC Phone 7821 White,Inventario,4001,4001,unchanged,5,0
CP-7832-K9=,Cisco 7832 IP Conference Station,Inventario,4001,4001,unchanged,5,0
CP-7841-3PCC-K9=,Cisco IP Phone 7841 with Multiplatform Phone firmware,Inventario,4001,4001,unchanged,8,0
CP-7841-K9,CISCO UC PHONE 7841,Inventario,4001,4001,unchanged,4,0
CP-7841-K9=,CISCO UC PHONE 7841,Inventario,4001,4001,unchanged,4,0
CP-7841-W-K9,Cisco IP Phone 7841 white,Inventario,4001,4001,unchanged,5,0
CP-7841-W-K9=,Cisco IP Phone 7841 white,Inventario,4001,4001,unchanged,5,0
CP-7841-W-K9-RF,Cisco UC Phone 7841 White REMANUFACTURED,Inventario,4001,4001,unchanged,6,0
CP-7861-3PCC-K9=,Cisco IP Phone 7861 for 3rd Party Call Control,Inventario,4001,4001,unchanged,9,0
CP-7861-K9,CISCO UC PHONE 7861,Inventario,4001,4001,unchanged,4,0
CP-7861-K9=,CISCO UC PHONE 7861,Inventario,4001,4001,unchanged,4,0
CP-7905G,CISCO IP PHONE 7905G,Inventario,4001,4001,unchanged,4,0
CP-7905G-CCME,"CISCO IP PHONE 7905G, GLOBAL WITH LICENSE",Inventario,4001,4001,unchanged,7,0
CP-7905G-CH1,7905G IP PHONE WITH ONE STATION USER LICENSE,Inventario,4001,4001,unchanged,8,0
CP-7906G-CCME,CISCO IP PHONE 7960G GLOB (CON LIC),Inventario,4001,4001,unchanged,7,0
CP-7911G,CISCO IP PHONE 7911G,Inventario,4001,4001,unchanged,4,0
CP-7911G-CH1,CISCO IP PHONE 7911 WITH 1 RTU LICENSE,Inventario,4001,4001,unchanged,8,0
CP-7912G-A,CISCOIP PHONE 7912G,Inventario,4001,4001,unchanged,3,0
CP-7912G-CCME,7912G IP PHONE WITH USER LICENSE,Inventario,4001,4001,unchanged,6,0
CP-7912G-CH1-A,CISCO IP PHONE 7912G CON LICENZA,Inventario,4001,4001,unchanged,6,0
CP-7914,7914 IP PHONE EXPANSION MODULE FOR 7960,Inventario,4001,4001,unchanged,7,0
CP-7915,CISCO 7915 IP PHONE GRAYSCALE EXPANSION MODULE,Inventario,4001,4001,unchanged,7,0
CP-7916,7916 IP PHONE COLOR EXPANSION MODULE,Inventario,4001,4001,unchanged,6,0
CP-7920-CH1-K9,CISCO 7920 PHONE ASSY W/USER LICENSE,Inventario,4001,4001,unchanged,7,0
CP-7921G-E-K9,CISCO PHONE 7921G ETSI; CCM/CCME UL,Inventario,4001,4001,unchanged,7,0
CP-7925G-E-K9,CISCO 7925G ETSI; CM/CME UL REGD; BATTERY/PS NOT INCLUDED,Inventario,4001,4001,unchanged,11,0
CP-7926G-W-K9,CISCO 7926G WORLD MODE; CCM/CCME UL REQD; BATT/PS NOT INCL,Inventario,4001,4001,unchanged,12,0
CP-7926G-W-K9-RF,Cisco7926G WorldMode;CCM/CCME UL Reqd Batt/PS REMANUFACTURED,Inventario,4001,4001,unchanged,9,0
CP-7931G,CISCO IP PHONE 7931G,Inventario,4001,4001,unchanged,4,0
CP-7936,IP CONFERENCE STATION W/EXTERNAL MIC.PORTS,Inventario,4001,4001,unchanged,7,0
CP-7936-PWR-KIT,REPLACEMENT POWER KIT FOR 7936/7935,Inventario,4001,4001,unchanged,6,0
CP-7937G,CISCO IP CONFERENCE STATION 7937 GLOBAL,Inventario,4001,4001,unchanged,6,0
CP-7940G,"CISCO IP PHONE 7940G, GLOBAL",Inventario,4001,4001,unchanged,5,0
CP-7940G-CCME,"CISCO IP PHONE 7940G, GLOBAL WITH LICENSE",Inventario,4001,4001,unchanged,7,0
CP-7941G,CISCO IP PHONE 7941G,Inventario,4001,4001,unchanged,4,0
CP-7942G,CISCO UNIFIED IP PHONE 7942,Inventario,4001,4001,unchanged,5,0
CP-7945G,"CISCO IP PHONE 7945, GIG ETHERNET, COLOR, SPARE",Inventario,4001,4001,unchanged,8,0
CP-7945G-RF,"CiscoUnifiedIP Phone7945, Gig Ethernet, Color REMANUFACTURED",Inventario,4001,4001,unchanged,6,0
CP-7960G,CISCO IP PHONE 7960G WITHOUT LICENSE,Inventario,4001,4001,unchanged,6,0
CP-7960G-CCME,"IP PHONE 7960G GLOBAL, WITH CCME LICENSE",Inventario,4001,4001,unchanged,7,0
CP-7960G-CH1,"CISCO IP PHONE 7960G, GLOBAL VERSION W/LICENSE",Inventario,4001,4001,unchanged,8,0
CP-7961G,CISCO IP PHONE 7961G,Inventario,4001,4001,unchanged,4,0
CP-7962G,CISCO 7962G IP PHONE,Inventario,4001,4001,unchanged,4,0
CP-7965G,CISCO UNIFIED IP PHONE 7965 GIG ETHERNET COLOR,Inventario,4001,4001,unchanged,8,0
CP-7975G,"CISCO IP PHONE 7975, GIG ETHERNET, COLOR SPARE",Inventario,4001,4001,unchanged,8,0
CP-800-USBCH,"Cisco 840 WW Phone, Battery, Cable, Charger",Inventario,4001,4001,unchanged,7,0
CP-800-USBCH=,Cisco 800 USB Cable with WW Wall Charger,Inventario,4001,4001,unchanged,8,0
CP-840-BAT=,Cisco 840 Spare Battery,Inventario,4001,4001,unchanged,4,0
CP-840-BUN-K9,"Cisco 840 WW Phone, Battery, Cable, Charger",Inventario,4001,4001,unchanged,7,0
CP-840-CLIP=,Cisco 840 Non-Scanner Rotating Belt Clip Holster,Inventario,4001,4001,unchanged,8,0
CP-840-DUAL-DCHR=,Cisco 840 Desktop Charger for 1 Phone and 1 Battery,Inventario,4001,4001,unchanged,10,0
CP-860-BAT=,Cisco 860 Spare Battery,Inventario,4001,4001,unchanged,4,0
CP-860-BUN-K9,"Cisco 860 WW Phone, Battery, Cable, Charger",Inventario,4001,4001,unchanged,7,0
CP-860-CASE=,Cisco 860 Non-Scanner Case with Clip,Inventario,4001,4001,unchanged,7,0
CP-860-CLIP=,Cisco 860 Non-Scanner Clip,Inventario,4001,4001,unchanged,5,0
CP-860-DCHR=,Cisco 860 Desktop Charger for Phone and Spare Battery,Inventario,4001,4001,unchanged,9,0
CP-8800-A-KEM,"8800 Series Audio KEM, 28 Button",Inventario,4001,4001,unchanged,6,0
CP-8800-A-KEM=,"8800 Series Audio KEM, 28 Button",Inventario,4001,4001,unchanged,6,0
CP-8800-A-KEM-3PC=,Cisco 8800 series KEM for Audio IP Phones with MPP firmware,Inventario,4001,4001,unchanged,11,0
CP-8800-FS=,Foot Stand for Cisco IP Phone 8800 Series,Inventario,4001,4001,unchanged,8,0
CP-8800-V-KEM=,"8800 Series Video KEM, 28 Button",Inventario,4001,4001,unchanged,6,0
CP-8811-K9=,CISCO IP PHONE 8811 Series,Inventario,4001,4001,unchanged,5,0
CP-8821-K9,WIRELESS IP PHONE 8821 WORLD MODE DEVICE ONLY IN,Inventario,4001,4001,unchanged,9,0
CP-8821-K9=,WIRELESS IP PHONE 8821 WORLD MODE DEVICE ONLY IN,Inventario,4001,4001,unchanged,9,0
CP-8821-K9-BUN,"Cisco Unified Wireless IP Phone 8821, World Mode Bundle",Inventario,4001,4001,unchanged,9,0
CP-8831-DCU-S=,Spare Cisco 8831 Display Control Unit (DCU),Inventario,4001,4001,unchanged,7,0
CP-8831-EU-K9=,CISCO UNIFIED IP Conf Phone 8831 base EU COMPLIANCE,Inventario,4001,4001,unchanged,9,0
CP-8832-3PC-EU-K9,"Cisco 8832 for Europe, Australia, charcoal, with accessories",Inventario,4001,4001,unchanged,8,0
CP-8832-EU-K9,"8832 base in charcoal color for APAC, EMEA, and Australia\",Inventario,4001,4001,unchanged,10,0
CP-8832-MIC-WIRED=,Cisco 8832 Wired Microphones Kit for Worldwide,Inventario,4001,4001,unchanged,7,0
CP-8832-POE,Cisco 8832 PoE (Power over Ethernet) Accessories Spare,Inventario,4001,4001,unchanged,8,0
CP-8841-3PCC-K9=.,Cisco IP Phone 8841 with Multiplatform Phone firmware,Inventario,4001,4001,unchanged,8,0
CP-8841-K9,Cisco IP Phone 8841,Inventario,4001,4001,unchanged,4,0
CP-8841-K9=,Cisco IP Phone 8841,Inventario,4001,4001,unchanged,4,0
CP-8845-K9,CISCO IP Phone 8845,Inventario,4001,4001,unchanged,4,0
CP-8845-K9=,CISCO IP Phone 8845,Inventario,4001,4001,unchanged,4,0
CP-8845-W-K9,"CISCO IP Phone 8845, White",Inventario,4001,4001,unchanged,5,0
CP-8851-3PCC-K9=,Cisco IP Phone 8851 with Multiplatform Phone firmware,Inventario,4001,4001,unchanged,8,0
CP-8851-K9,Cisco UC Phone 8851,Inventario,4001,4001,unchanged,4,0
CP-8851-K9=,Cisco UC Phone 8851,Inventario,4001,4001,unchanged,4,0
CP-8861-3PCC-K9=,Cisco IP Phone 8861 with Multiplatform Phone firmware,Inventario,4001,4001,unchanged,8,0
CP-8861-A-K9,Cisco IP Phone 8861 Arabic Layout,Inventario,4001,4001,unchanged,6,0
CP-8861-K9,Cisco IP Phone 8861,Inventario,4001,4001,unchanged,4,0
CP-8861-K9=,Cisco IP Phone 8861,Inventario,4001,4001,unchanged,4,0
